transaction_id,date,time,day_of_week,time_slot,categories,city,customer_type,payment_method
TXN-04943,2024-01-08,18:08,Monday,Evening,"Meats and sausages, Snacks and drinks, Home cleaning",Quito,Regular,Credit card
TXN-09570,2024-01-08,18:24,Monday,Evening,"Personal care, Snacks and drinks, Home cleaning",Quito,Regular,Credit card
TXN-01545,2024-01-08,18:58,Monday,Evening,"Meats and sausages, Home cleaning",Cuenca,Regular,Cash
TXN-09193,2024-01-08,19:01,Monday,Evening,"Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-02473,2024-01-08,19:10,Monday,Evening,"Dairy products and eggs, Fruits and vegetables",Quito,Regular,Debit card
TXN-06582,2024-01-08,19:24,Monday,Evening,"Home cleaning, Snacks and drinks",Guayaquil,New,Cash
TXN-09029,2024-01-08,19:52,Monday,Evening,"Snacks and drinks, Personal care",Guayaquil,Regular,Credit card
TXN-03619,2024-01-08,20:56,Monday,Evening,"Meats and sausages, Fruits and vegetables, Home cleaning",Guayaquil,Regular,Cash
TXN-09637,2024-01-08,20:59,Monday,Evening,"Home cleaning, Snacks and drinks, Meats and sausages",Quito,Regular,Debit card
TXN-05621,2024-01-09,09:48,Tuesday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages, Personal care",Quito,Regular,Cash
TXN-04087,2024-01-09,10:17,Tuesday,Morning,"Fruits and vegetables, Meats and sausages, Snacks and drinks",Guayaquil,New,Credit card
TXN-04367,2024-01-09,10:20,Tuesday,Morning,"Dairy products and eggs, Personal care, Meats and sausages",Guayaquil,New,Cash
TXN-08730,2024-01-09,10:20,Tuesday,Morning,"Personal care, Dairy products and eggs",Quito,New,Credit card
TXN-09411,2024-01-09,10:40,Tuesday,Morning,"Dairy products and eggs, Home cleaning",Quito,Regular,Cash
TXN-05706,2024-01-09,10:54,Tuesday,Morning,"Fruits and vegetables, Snacks and drinks",Cuenca,New,Cash
TXN-03531,2024-01-09,11:02,Tuesday,Morning,"Meats and sausages, Dairy products and eggs",Quito,Regular,Credit card
TXN-02307,2024-01-09,11:07,Tuesday,Morning,"Fruits and vegetables, Meats and sausages",Quito,Regular,Credit card
TXN-01910,2024-01-09,11:09,Tuesday,Morning,"Dairy products and eggs, Personal care, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-09877,2024-01-09,11:23,Tuesday,Morning,"Dairy products and eggs, Fruits and vegetables, Meats and sausages, Home cleaning",Guayaquil,Regular,Debit card
TXN-05328,2024-01-09,11:36,Tuesday,Morning,"Fruits and vegetables, Home cleaning, Meats and sausages",Quito,Regular,Debit card
TXN-06501,2024-01-09,11:44,Tuesday,Morning,"Home cleaning, Meats and sausages",Guayaquil,New,Cash
TXN-03248,2024-01-09,12:20,Tuesday,Afternoon,"Dairy products and eggs, Snacks and drinks, Meats and sausages, Fruits and vegetables",Guayaquil,New,Credit card
TXN-04671,2024-01-09,14:04,Tuesday,Afternoon,"Home cleaning, Dairy products and eggs",Quito,New,Debit card
TXN-09782,2024-01-09,14:06,Tuesday,Afternoon,"Dairy products and eggs, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-08451,2024-01-09,14:40,Tuesday,Afternoon,"Meats and sausages, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Cash
TXN-00735,2024-01-09,14:49,Tuesday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,New,Cash
TXN-04953,2024-01-09,15:16,Tuesday,Afternoon,"Dairy products and eggs, Personal care",Guayaquil,Regular,Debit card
TXN-06874,2024-01-09,15:38,Tuesday,Afternoon,"Personal care, Fruits and vegetables",Quito,New,Debit card
TXN-09645,2024-01-09,15:44,Tuesday,Afternoon,"Snacks and drinks, Home cleaning",Guayaquil,Regular,Debit card
TXN-06635,2024-01-09,16:18,Tuesday,Afternoon,"Fruits and vegetables, Meats and sausages, Home cleaning",Quito,New,Debit card
TXN-07676,2024-01-09,16:26,Tuesday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,Regular,Cash
TXN-06226,2024-01-09,16:46,Tuesday,Afternoon,"Home cleaning, Snacks and drinks",Cuenca,Regular,Credit card
TXN-08383,2024-01-09,17:01,Tuesday,Afternoon,"Fruits and vegetables, Snacks and drinks",Quito,New,Cash
TXN-04587,2024-01-09,17:17,Tuesday,Afternoon,"Fruits and vegetables, Home cleaning, Snacks and drinks, Meats and sausages",Quito,New,Credit card
TXN-01921,2024-01-09,17:44,Tuesday,Afternoon,"Home cleaning, Fruits and vegetables",Quito,Regular,Cash
TXN-00395,2024-01-09,17:45,Tuesday,Afternoon,"Personal care, Snacks and drinks, Dairy products and eggs, Home cleaning",Quito,Regular,Debit card
TXN-07669,2024-01-09,18:36,Tuesday,Evening,"Fruits and vegetables, Home cleaning",Quito,Regular,Debit card
TXN-00767,2024-01-09,18:42,Tuesday,Evening,"Personal care, Snacks and drinks",Quito,New,Cash
TXN-05310,2024-01-09,18:46,Tuesday,Evening,"Meats and sausages, Snacks and drinks, Dairy products and eggs",Quito,New,Credit card
TXN-08133,2024-01-09,18:55,Tuesday,Evening,"Meats and sausages, Snacks and drinks",Quito,Regular,Debit card
TXN-02341,2024-01-09,19:00,Tuesday,Evening,"Dairy products and eggs, Meats and sausages",Quito,New,Credit card
TXN-07958,2024-01-09,19:02,Tuesday,Evening,"Fruits and vegetables, Personal care, Home cleaning",Quito,New,Debit card
TXN-09102,2024-01-09,19:52,Tuesday,Evening,"Fruits and vegetables, Personal care, Snacks and drinks",Cuenca,New,Cash
TXN-08341,2024-01-09,20:08,Tuesday,Evening,"Home cleaning, Meats and sausages",Quito,Regular,Credit card
TXN-08256,2024-01-09,20:19,Tuesday,Evening,"Meats and sausages, Snacks and drinks, Dairy products and eggs",Quito,Regular,Credit card
TXN-00074,2024-01-09,20:24,Tuesday,Evening,"Snacks and drinks, Fruits and vegetables, Personal care",Guayaquil,Regular,Cash
TXN-00531,2024-01-09,20:25,Tuesday,Evening,"Snacks and drinks, Home cleaning, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Cash
TXN-05912,2024-01-09,20:45,Tuesday,Evening,"Snacks and drinks, Fruits and vegetables",Guayaquil,New,Cash
TXN-01647,2024-01-10,09:14,Wednesday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-00847,2024-01-10,09:26,Wednesday,Morning,"Snacks and drinks, Meats and sausages",Guayaquil,New,Cash
TXN-03450,2024-01-10,09:31,Wednesday,Morning,"Snacks and drinks, Meats and sausages, Home cleaning",Guayaquil,New,Cash
TXN-07924,2024-01-10,09:35,Wednesday,Morning,"Dairy products and eggs, Fruits and vegetables, Personal care, Home cleaning",Guayaquil,Regular,Cash
TXN-08550,2024-01-10,09:56,Wednesday,Morning,"Meats and sausages, Fruits and vegetables",Cuenca,Regular,Cash
TXN-06994,2024-01-10,10:11,Wednesday,Morning,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Debit card
TXN-05681,2024-01-10,10:15,Wednesday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-08874,2024-01-10,10:30,Wednesday,Morning,"Snacks and drinks, Dairy products and eggs",Guayaquil,New,Credit card
TXN-04793,2024-01-10,10:37,Wednesday,Morning,"Dairy products and eggs, Fruits and vegetables",Cuenca,New,Credit card
TXN-04090,2024-01-10,10:42,Wednesday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages",Quito,Regular,Credit card
TXN-09728,2024-01-10,10:47,Wednesday,Morning,"Fruits and vegetables, Meats and sausages",Quito,New,Cash
TXN-08442,2024-01-10,11:12,Wednesday,Morning,"Fruits and vegetables, Meats and sausages, Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-00286,2024-01-10,11:50,Wednesday,Morning,"Meats and sausages, Home cleaning",Quito,Regular,Cash
TXN-00247,2024-01-10,12:27,Wednesday,Afternoon,"Snacks and drinks, Meats and sausages",Guayaquil,Regular,Credit card
TXN-02888,2024-01-10,13:08,Wednesday,Afternoon,"Snacks and drinks, Meats and sausages",Guayaquil,Regular,Debit card
TXN-06009,2024-01-10,13:34,Wednesday,Afternoon,"Personal care, Snacks and drinks, Meats and sausages",Guayaquil,Regular,Debit card
TXN-03511,2024-01-10,14:12,Wednesday,Afternoon,"Meats and sausages, Snacks and drinks, Home cleaning",Guayaquil,Regular,Cash
TXN-06342,2024-01-10,14:21,Wednesday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,New,Credit card
TXN-05588,2024-01-10,14:39,Wednesday,Afternoon,"Home cleaning, Meats and sausages, Snacks and drinks, Personal care",Quito,Regular,Debit card
TXN-01168,2024-01-10,14:49,Wednesday,Afternoon,"Snacks and drinks, Fruits and vegetables, Meats and sausages, Home cleaning",Quito,Regular,Debit card
TXN-01041,2024-01-10,15:03,Wednesday,Afternoon,"Snacks and drinks, Home cleaning, Fruits and vegetables, Personal care",Quito,Regular,Debit card
TXN-02400,2024-01-10,16:23,Wednesday,Afternoon,"Snacks and drinks, Home cleaning, Fruits and vegetables, Dairy products and eggs",Quito,Regular,Debit card
TXN-07770,2024-01-10,17:20,Wednesday,Afternoon,"Dairy products and eggs, Meats and sausages, Personal care",Guayaquil,Regular,Credit card
TXN-00991,2024-01-10,18:15,Wednesday,Evening,"Snacks and drinks, Personal care, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-01773,2024-01-10,18:26,Wednesday,Evening,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-09178,2024-01-10,18:41,Wednesday,Evening,"Snacks and drinks, Personal care",Cuenca,New,Cash
TXN-05498,2024-01-10,18:59,Wednesday,Evening,"Snacks and drinks, Fruits and vegetables, Home cleaning",Quito,Regular,Debit card
TXN-08346,2024-01-10,19:26,Wednesday,Evening,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-06055,2024-01-10,19:54,Wednesday,Evening,"Snacks and drinks, Personal care",Quito,Regular,Debit card
TXN-08603,2024-01-10,20:23,Wednesday,Evening,"Dairy products and eggs, Snacks and drinks, Meats and sausages, Fruits and vegetables",Quito,Regular,Debit card
TXN-03398,2024-01-10,20:28,Wednesday,Evening,"Personal care, Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-06221,2024-01-10,20:55,Wednesday,Evening,"Snacks and drinks, Personal care",Guayaquil,Regular,Debit card
TXN-09096,2024-01-10,20:56,Wednesday,Evening,"Snacks and drinks, Meats and sausages, Home cleaning",Guayaquil,Regular,Credit card
TXN-09551,2024-01-11,09:47,Thursday,Morning,"Fruits and vegetables, Home cleaning, Personal care",Quito,Regular,Credit card
TXN-08206,2024-01-11,09:57,Thursday,Morning,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Cash
TXN-10000,2024-01-11,10:16,Thursday,Morning,"Fruits and vegetables, Personal care, Snacks and drinks, Home cleaning",Guayaquil,New,Cash
TXN-04667,2024-01-11,10:37,Thursday,Morning,"Dairy products and eggs, Personal care, Fruits and vegetables",Cuenca,New,Debit card
TXN-09890,2024-01-11,10:52,Thursday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs, Snacks and drinks",Quito,Regular,Debit card
TXN-06690,2024-01-11,10:55,Thursday,Morning,"Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-01319,2024-01-11,11:43,Thursday,Morning,"Meats and sausages, Personal care, Fruits and vegetables",Quito,Regular,Debit card
TXN-08355,2024-01-11,11:52,Thursday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-01604,2024-01-11,12:04,Thursday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,New,Cash
TXN-02180,2024-01-11,12:26,Thursday,Afternoon,"Dairy products and eggs, Personal care",Cuenca,New,Debit card
TXN-08061,2024-01-11,12:31,Thursday,Afternoon,"Meats and sausages, Fruits and vegetables, Personal care, Snacks and drinks",Quito,Regular,Debit card
TXN-01457,2024-01-11,13:08,Thursday,Afternoon,"Personal care, Home cleaning, Meats and sausages",Cuenca,New,Debit card
TXN-04320,2024-01-11,13:34,Thursday,Afternoon,"Home cleaning, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-07756,2024-01-11,13:46,Thursday,Afternoon,"Home cleaning, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-06141,2024-01-11,14:02,Thursday,Afternoon,"Home cleaning, Dairy products and eggs, Meats and sausages",Cuenca,Regular,Credit card
TXN-01626,2024-01-11,16:51,Thursday,Afternoon,"Snacks and drinks, Home cleaning",Guayaquil,Regular,Cash
TXN-07641,2024-01-11,16:52,Thursday,Afternoon,"Meats and sausages, Home cleaning, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-08318,2024-01-11,17:35,Thursday,Afternoon,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-06890,2024-01-11,17:57,Thursday,Afternoon,"Meats and sausages, Fruits and vegetables, Personal care",Cuenca,Regular,Cash
TXN-09191,2024-01-11,18:03,Thursday,Evening,"Snacks and drinks, Personal care, Meats and sausages",Guayaquil,New,Debit card
TXN-08725,2024-01-11,19:09,Thursday,Evening,"Home cleaning, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-02125,2024-01-11,20:10,Thursday,Evening,"Personal care, Fruits and vegetables, Dairy products and eggs",Quito,Regular,Credit card
TXN-02275,2024-01-11,20:20,Thursday,Evening,"Meats and sausages, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-07186,2024-01-11,20:59,Thursday,Evening,"Personal care, Meats and sausages",Cuenca,Regular,Debit card
TXN-05951,2024-01-12,09:51,Friday,Morning,"Home cleaning, Fruits and vegetables, Snacks and drinks, Dairy products and eggs",Quito,Regular,Cash
TXN-04185,2024-01-12,09:54,Friday,Morning,"Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-07278,2024-01-12,11:08,Friday,Morning,"Meats and sausages, Dairy products and eggs, Personal care, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-07590,2024-01-12,11:09,Friday,Morning,"Meats and sausages, Personal care",Quito,Regular,Credit card
TXN-05978,2024-01-12,11:14,Friday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-09683,2024-01-12,12:23,Friday,Afternoon,"Fruits and vegetables, Meats and sausages, Home cleaning",Guayaquil,New,Cash
TXN-01978,2024-01-12,12:58,Friday,Afternoon,"Meats and sausages, Fruits and vegetables",Guayaquil,New,Credit card
TXN-08548,2024-01-12,13:08,Friday,Afternoon,"Home cleaning, Dairy products and eggs",Quito,New,Cash
TXN-09533,2024-01-12,13:10,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Quito,Regular,Credit card
TXN-05619,2024-01-12,13:54,Friday,Afternoon,"Home cleaning, Personal care, Dairy products and eggs",Quito,Regular,Credit card
TXN-03862,2024-01-12,14:28,Friday,Afternoon,"Snacks and drinks, Meats and sausages",Quito,Regular,Credit card
TXN-05306,2024-01-12,15:39,Friday,Afternoon,"Home cleaning, Personal care, Fruits and vegetables, Snacks and drinks",Quito,Regular,Cash
TXN-01693,2024-01-12,16:11,Friday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Cuenca,New,Credit card
TXN-03866,2024-01-12,16:23,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Credit card
TXN-08214,2024-01-12,17:08,Friday,Afternoon,"Fruits and vegetables, Snacks and drinks, Personal care",Guayaquil,Regular,Cash
TXN-06624,2024-01-12,17:18,Friday,Afternoon,"Meats and sausages, Personal care",Quito,New,Cash
TXN-02430,2024-01-12,18:22,Friday,Evening,"Meats and sausages, Fruits and vegetables, Home cleaning, Snacks and drinks",Quito,New,Credit card
TXN-04575,2024-01-12,18:24,Friday,Evening,"Fruits and vegetables, Meats and sausages, Home cleaning",Cuenca,Regular,Credit card
TXN-01242,2024-01-12,18:41,Friday,Evening,"Meats and sausages, Home cleaning",Quito,Regular,Cash
TXN-08621,2024-01-12,19:15,Friday,Evening,"Snacks and drinks, Personal care, Fruits and vegetables",Guayaquil,New,Debit card
TXN-02321,2024-01-12,19:55,Friday,Evening,"Snacks and drinks, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-06560,2024-01-12,20:04,Friday,Evening,"Home cleaning, Meats and sausages, Personal care, Snacks and drinks",Guayaquil,Regular,Cash
TXN-08282,2024-01-12,20:14,Friday,Evening,"Personal care, Dairy products and eggs",Quito,Regular,Cash
TXN-09391,2024-01-12,20:27,Friday,Evening,"Dairy products and eggs, Snacks and drinks, Home cleaning",Guayaquil,Regular,Cash
TXN-06000,2024-01-13,09:24,Saturday,Morning,"Personal care, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Debit card
TXN-01279,2024-01-13,09:31,Saturday,Morning,"Dairy products and eggs, Fruits and vegetables",Quito,New,Cash
TXN-05380,2024-01-13,09:33,Saturday,Morning,"Fruits and vegetables, Meats and sausages",Quito,Regular,Credit card
TXN-05876,2024-01-13,10:29,Saturday,Morning,"Personal care, Dairy products and eggs, Fruits and vegetables",Quito,Regular,Cash
TXN-00515,2024-01-13,10:50,Saturday,Morning,"Dairy products and eggs, Meats and sausages",Quito,New,Cash
TXN-00762,2024-01-13,12:25,Saturday,Afternoon,"Fruits and vegetables, Personal care, Home cleaning",Quito,Regular,Debit card
TXN-04165,2024-01-13,12:25,Saturday,Afternoon,"Home cleaning, Snacks and drinks, Personal care, Meats and sausages",Guayaquil,Regular,Cash
TXN-06956,2024-01-13,13:02,Saturday,Afternoon,"Home cleaning, Snacks and drinks, Personal care, Fruits and vegetables",Guayaquil,New,Debit card
TXN-09886,2024-01-13,13:12,Saturday,Afternoon,"Fruits and vegetables, Dairy products and eggs, Home cleaning",Guayaquil,Regular,Cash
TXN-06958,2024-01-13,13:21,Saturday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-06062,2024-01-13,13:26,Saturday,Afternoon,"Meats and sausages, Home cleaning, Fruits and vegetables",Quito,New,Cash
TXN-05993,2024-01-13,14:12,Saturday,Afternoon,"Snacks and drinks, Home cleaning, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-09216,2024-01-13,15:24,Saturday,Afternoon,"Fruits and vegetables, Meats and sausages",Quito,New,Credit card
TXN-04754,2024-01-13,16:05,Saturday,Afternoon,"Personal care, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-02199,2024-01-13,16:37,Saturday,Afternoon,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Quito,Regular,Cash
TXN-00527,2024-01-13,17:13,Saturday,Afternoon,"Snacks and drinks, Dairy products and eggs",Cuenca,Regular,Cash
TXN-06157,2024-01-13,17:57,Saturday,Afternoon,"Fruits and vegetables, Meats and sausages",Cuenca,Regular,Cash
TXN-00253,2024-01-13,18:02,Saturday,Evening,"Fruits and vegetables, Personal care",Quito,Regular,Cash
TXN-09771,2024-01-13,18:26,Saturday,Evening,"Home cleaning, Personal care, Snacks and drinks",Guayaquil,Regular,Cash
TXN-06788,2024-01-13,19:10,Saturday,Evening,"Snacks and drinks, Fruits and vegetables, Home cleaning, Personal care",Guayaquil,Regular,Cash
TXN-02312,2024-01-13,19:13,Saturday,Evening,"Home cleaning, Snacks and drinks, Personal care",Guayaquil,Regular,Debit card
TXN-01782,2024-01-13,19:31,Saturday,Evening,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Quito,New,Credit card
TXN-06395,2024-01-13,20:35,Saturday,Evening,"Fruits and vegetables, Personal care, Dairy products and eggs",Guayaquil,New,Credit card
TXN-08141,2024-01-14,09:07,Sunday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Debit card
TXN-02533,2024-01-14,09:09,Sunday,Morning,"Fruits and vegetables, Dairy products and eggs, Home cleaning",Quito,Regular,Debit card
